19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,3
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,1
46,0
47,0
48,2
49,0
00009.sift,0
0,0
1,0
2,0
3,4
4,0
5,0
6,2
7,1
8,2
9,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,11
19,1
20,0
21,0
22,1
23,1
24,1
25,0
26,0
27,1
28,0
29,2
30,0
31,0
32,0
33,2
34,2
35,4
36,0
37,3
38,1
39,1
40,2
41,4
42,0
43,2
44,1
45,0
46,0
47,1
48,1
49,0
00010.sift,0
0,0
1,5
2,4
3,17
4,2
5,19
6,5
7,3
8,4
9,1
10,11
11,9
12,6
13,1
14,11
15,15
16,7
17,4
18,6
19,4
20,7
21,14
22,3
23,5
24,7
25,0
26,2
27,5
28,5
29,2
30,15
31,1
32,2
33,3
34,2
35,6
36,5
37,3
38,3
39,3
40,7
41,3
42,5
43,8
44,2
45,3
46,4
47,13
48,2
49,10
00011.sift,0
0,4
1,17
2,3
3,28
4,12
5,23
6,12
7,6
8,0
9,9
10,17
11,6
12,0
13,8
14,11
15,8
16,23
17,0
18,4
19,3
20,1
21,8
22,3
23,2
24,12
25,3
26,11
27,0
28,0
29,1
30,2
31,2
32,4
33,5
34,4
35,28
36,11
37,7
38,7
39,1
40,6
41,1
42,8
43,11
44,2
45,0
46,7
47,8
48,3
49,13
00012.sift,0
0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,6
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,6
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
00013.sift,0
0,2
1,6
2,0
3,75
4,0
5,0
6,1
7,6
8,0
9,1
10,32
11,0
12,0
13,0
14,15
15,8
16,8
17,4
18,14
19,0
20,0
21,2
22,0
23,1
24,1
25,54
26,0
27,1
28,22
29,0
30,2
31,1
32,1
33,8
34,0
35,1
36,13
37,5
38,1
39,0
40,0
41,0
42,0
43,4
44,1
45,0
46,1
47,4
48,2
49,6
00014.sift,0
0,0
1,0
2,0
3,17
4,0
5,0
6,0
7,6
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,2
20,0
21,0
22,0
23,0
24,2
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,1
34,0
35,3
36,0
37,10
38,0
39,1
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,2
48,0
49,0
00015.sift,0
0,1
1,0
2,0
3,4
4,0
5,0
6,0
7,10
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,6
17,0
18,0
19,1
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,9
38,0
39,1
40,1
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,4
49,0
00016.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,2
7,0
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,3
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,1
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,2
36,0
37,1
38,1
39,0
40,1
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,0
49,0
00017.sift,0
0,1
1,1
2,1
3,0
4,0
5,0
6,3
7,0
8,2
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,4
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,2
27,0
28,0
29,0
30,2
31,1
32,0
33,0
34,0
35,3
36,0
37,2
38,0
39,0
40,3
41,0
42,0
43,0
44,0
45,0
46,0
47,1
48,0
49,0
00018.sift,0
0,1
1,0
2,2
3,1
4,0
5,0
6,5
7,0
8,2
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,3
19,0
20,0
21,0
22,1
23,0
24,1
25,0
26,2
27,2
28,0
29,2
30,0
31,0
32,0
33,1
34,0
35,3
36,0
37,0
38,0
39,2
40,0
41,0
42,2
43,4
44,1
45,0
46,0
47,0
48,1
49,0
00019.sift,0
0,0
1,16
2,0
3,24
4,5
5,6
6,1
7,5
8,4
9,2
10,6
11,1
12,6
13,6
14,14
15,4
16,13
17,0
18,0
19,0
20,3
21,11
22,2
23,0
24,2
25,3
26,0
27,3
28,20
29,0
30,8
31,3
32,0
33,4
34,1
35,9
36,7
37,4
38,1
39,2
40,6
41,1
42,2
43,2
44,2
45,6
46,1
47,0
48,3
49,9
00020.sift,0
0,2
1,4
2,5
3,1
4,12
5,17
6,12
7,4
8,5
9,4
10,13
11,5
12,3
13,14
14,11
15,7
16,8
17,10
18,3
19,14
20,5
21,5
22,10
23,1
24,11
25,0
26,8
27,8
28,11
29,5
30,5
31,9
32,0
33,6
34,11
35,15
36,9
37,5
38,5
39,8
40,9
41,7
42,4
43,13
44,9
45,6
46,9
47,10
48,5
49,5
00021.sift,0
0,3
1,11
2,5
3,11
4,5
5,6
6,12
7,6
8,1
9,7
10,10
11,8
12,11
13,5
14,10
15,19
16,14
17,0
18,3
19,8
20,4
21,11
22,5
23,6
24,4
25,2
26,7
27,7
28,1
29,2
30,7
31,2
32,1
33,10
34,12
35,23
36,4
37,4
38,9
39,4
40,3
41,11
42,6
43,5
44,6
45,4
46,6
47,10
48,9
49,14
00022.sift,0
0,3
1,1
2,11
3,5
4,2
5,10
6,2
7,7
8,30
9,1
10,0
11,56
12,2
13,1
14,29
15,71
16,6
17,5
18,1
19,16
20,2
21,34
22,2
23,0
24,6
25,0
26,4
27,5
28,5
29,2
30,14
31,4
32,31
33,44
34,22
35,11
36,2
37,5
38,22
39,7
40,17
41,16
42,10
43,5
44,4
45,5
46,18
47,6
48,5
49,7
00023.sift,0
0,3
1,0
2,0
3,15
4,0
5,0
6,0
7,6
8,0
9,2
10,3
11,0
12,1
13,0
14,0
15,0
16,10
17,0
18,3
19,0
20,0
21,0
22,2
23,0
24,1
25,0
26,0
27,5
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,5
38,0
39,2
40,0
41,0
42,1
43,0
44,1
45,8
46,0
47,0
48,5
49,1
00024.sift,0
0,1
1,3
2,8
3,0
4,3
5,8
6,6
7,0
8,4
9,7
10,5
11,0
12,0
13,1
14,3
15,7
16,2
17,3
18,7
19,1
20,0
21,1
22,4
23,17
24,6
25,0
26,9
27,5
28,3
29,2
30,1
31,6
32,1
33,4
34,1
35,4
36,2
37,1
38,1
39,4
40,0
41,2
42,3
43,62
44,4
45,5
46,0
47,25
48,2
49,3
00025.sift,0
0,12
1,17
2,17
3,9
4,7
5,17
6,18
7,10
8,15
9,0
10,22
11,77
12,6
13,4
14,19
15,53
16,25
17,0
18,0
19,25
20,53
21,36
22,3
23,43
24,13
25,7
26,17
27,2
28,0
29,7
30,50
31,1
32,11
33,40
34,11
35,21
36,5
37,13
38,18
39,12
40,27
41,10
42,27
43,28
44,2
45,0
46,16
47,67
48,8
49,13
00026.sift,0
0,1
1,0
2,0
3,3
4,0
5,0
6,0
7,7
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,2
35,0
36,0
37,7
38,0
39,0
40,0
41,2
42,0
43,0
44,1
45,1
46,0
47,0
48,4
49,0
00027.sift,0
0,5
1,5
2,5
3,10
4,1
5,19
6,7
7,4
8,4
9,4
10,6
11,4
12,7
13,2
14,11
15,5
16,15
17,0
18,3
19,4
20,0
21,7
22,8
23,2
24,6
25,0
26,5
27,5
28,8
29,3
30,3
31,6
32,0
33,6
34,4
35,22
36,11
37,4
38,5
39,0
40,5
41,4
42,10
43,3
44,5
45,3
46,8
47,4
48,6
49,7
00028.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,8
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,1
48,0
49,0
00029.sift,0
0,3
1,0
2,0
3,21
4,1
5,0
6,1
7,5
8,2
9,8
10,0
11,0
12,5
13,1
14,0
15,0
16,1
17,2
18,5
19,1
20,0
21,0
22,2
23,0
24,1
25,0
26,0
27,2
28,0
29,2
30,0
31,1
32,0
33,1
34,0
35,0
36,0
37,6
38,1
39,2
40,1
41,0
42,1
43,0
44,1
45,1
46,0
47,0
48,2
49,0
00030.sift,0
0,4
1,0
2,0
3,3
4,0
5,0
6,0
7,4
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,2
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,4
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,4
49,1
00031.sift,0
0,3
1,0
2,0
3,3
4,0
5,0
6,0
7,7
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,2
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,7
38,0
39,3
40,0
41,0
42,0
43,0
44,0
45,3
46,0
47,0
48,7
49,0
00032.sift,0
0,2
1,0
2,0
3,3
4,0
5,0
6,0
7,5
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,2
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,7
38,0
39,5
40,0
41,0
42,0
43,0
44,0
45,2
46,0
47,0
48,2
49,1
00033.sift,0
0,1
1,0
2,0
3,8
4,0
5,0
6,0
7,5
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,0
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,6
38,0
39,2
40,0
41,0
42,0
43,0
44,0
45,7
46,0
47,0
48,4
49,0
00034.sift,0
0,1
1,0
2,0
3,2
4,0
5,0
6,0
7,2
8,0
9,2
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,2
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,2
46,0
47,0
48,4
49,0
00035.sift,0
0,0
1,0
2,0
3,3
4,0
5,0
6,0
7,3
8,0
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,5
17,0
18,3
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,2
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,1
46,0
47,0
48,4
49,0
00036.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,2
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,2
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,2
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,2
45,0
46,0
47,0
48,0
49,0
00037.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,4
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,2
45,0
46,0
47,0
48,0
49,0
00038.sift,0
0,2
1,0
2,0
3,3
4,0
5,0
6,0
7,5
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,7
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,2
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,5
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,1
46,0
47,0
48,1
49,0
00039.sift,0
0,1
1,0
2,0
3,5
4,0
5,0
6,0
7,3
8,0
9,0
10,0
11,0
12,2
13,0
14,0
15,0
16,2
17,0
18,1
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,2
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,4
38,0
39,2
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,3
49,1
00040.sift,0
0,1
1,0
2,0
3,3
4,0
5,0
6,0
7,9
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,9
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,5
46,0
47,0
48,6
49,0
00041.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,4
8,6
9,5
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,11
19,0
20,0
21,0
22,1
23,0
24,1
25,0
26,0
27,2
28,0
29,0
30,0
31,3
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,3
45,0
46,0
47,0
48,0
49,0
00042.sift,0
0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,12
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,0
45,0
46,0
47,0
48,0
49,0
00043.sift,0
0,1
1,21
2,0
3,71
4,2
5,0
6,0
7,5
8,0
9,0
10,21
11,0
12,1
13,1
14,37
15,3
16,2
17,0
18,0
19,0
20,77
21,1
22,0
23,1
24,1
25,31
26,0
27,0
28,2
29,3
30,4
31,1
32,0
33,2
34,0
35,1
36,0
37,6
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,1
47,3
48,3
49,1
00044.sift,0
0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,2
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,9
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,2
36,1
37,3
38,0
39,1
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
00045.sift,0
0,5
1,3
2,0
3,35
4,5
5,23
6,6
7,9
8,0
9,0
10,10
11,1
12,1
13,2
14,2
15,0
16,10
17,35
18,12
19,0
20,0
21,0
22,0
23,0
24,8
25,1
26,0
27,0
28,32
29,0
30,0
31,1
32,2
33,0
34,0
35,8
36,14
37,9
38,0
39,3
40,0
41,0
42,2
43,2
44,1
45,1
46,0
47,2
48,0
49,17
00046.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,6
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,6
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
00047.sift,0
0,2
1,4
2,0
3,16
4,0
5,1
6,0
7,9
8,1
9,3
10,2
11,0
12,0
13,2
14,4
15,2
16,40
17,1
18,0
19,0
20,1
21,3
22,0
23,2
24,3
25,4
26,0
27,0
28,1
29,0
30,2
31,1
32,1
33,1
34,0
35,8
36,12
37,9
38,0
39,1
40,0
41,0
42,0
43,2
44,1
45,0
46,0
47,9
48,0
49,4
00048.sift,0
0,4
1,0
2,0
3,6
4,0
5,0
6,0
7,8
8,4
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,10
38,1
39,2
40,0
41,1
42,0
43,0
44,0
45,1
46,1
47,0
48,3
49,0
00049.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,3
45,0
46,0
47,0
48,0
49,0
00050.sift,0
0,1
1,0
2,1
3,6
4,0
5,0
6,0
7,9
8,0
9,0
10,0
11,0
12,2
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,10
38,0
39,4
40,0
41,1
42,0
43,0
44,0
45,2
46,1
47,0
48,4
49,0
00051.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,2
8,2
9,2
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,2
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,0
37,2
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,2
49,0
00052.sift,0
0,1
1,0
2,0
3,4
4,0
5,0
6,0
7,2
8,3
9,0
10,0
11,0
12,2
13,0
14,0
15,0
16,1
17,0
18,2
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,2
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,1
43,0
44,2
45,0
46,0
47,0
48,2
49,0
00053.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,2
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
00054.sift,0
0,1
1,0
2,0
3,5
4,0
5,0
6,0
7,6
8,0
9,3
10,0
11,0
12,2
13,1
14,0
15,0
16,1
17,1
18,1
19,2
20,0
21,0
22,3
23,0
24,0
25,0
26,0
27,2
28,0
29,0
30,2
31,0
32,0
33,0
34,2
35,0
36,0
37,7
38,0
39,3
40,1
41,3
42,0
43,3
44,2
45,0
46,0
47,1
48,1
49,1
00055.sift,0
0,1
1,0
2,0
3,2
4,0
5,0
6,0
7,3
8,2
9,2
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,4
25,0
26,0
27,1
28,1
29,1
30,0
31,1
32,0
33,0
34,3
35,1
36,0
37,4
38,0
39,1
40,1
41,3
42,0
43,1
44,2
45,0
46,0
47,0
48,1
49,0
00056.sift,0
0,0
1,0
2,1
3,1
4,1
5,0
6,0
7,1
8,1
9,3
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,21
19,0
20,0
21,1
22,3
23,0
24,1
25,0
26,0
27,0
28,0
29,0
30,0
31,2
32,0
33,0
34,1
35,5
36,0
37,0
38,0
39,0
40,1
41,0
42,1
43,6
44,3
45,0
46,0
47,0
48,0
49,1
00057.sift,0
0,0
1,0
2,0
3,5
4,0
5,4
6,0
7,8
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,1
16,2
17,0
18,0
19,2
20,0
21,0
22,0
23,1
24,1
25,0
26,0
27,2
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,9
38,1
39,0
40,2
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,6
49,0
00058.sift,0
0,1
1,0
2,0
3,13
4,0
5,2
6,3
7,5
8,0
9,5
10,0
11,1
12,0
13,0
14,0
15,1
16,3
17,0
18,1
19,0
20,0
21,0
22,3
23,1
24,1
25,0
26,3
27,0
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,2
36,1
37,6
38,0
39,0
40,1
41,0
42,0
43,1
44,1
45,0
46,1
47,0
48,0
49,1
00059.sift,0
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,2
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
00060.sift,0
0,3
1,0
2,0
3,10
4,1
5,0
6,0
7,3
8,1
9,0
10,1
11,0
12,0
13,0
14,0
15,0
16,3
17,0
18,5
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,3
28,0
29,0
30,1
31,0
32,0
33,0
34,1
35,0
36,0
37,3
38,1
39,4
40,0
41,0
42,0
43,1
44,0
45,5
46,2
47,1
48,7
49,0
00061.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,5
19,0
20,0
21,0
22,2
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,3
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,2
45,0
46,0
47,0
48,0
49,0
00062.sift,0
0,1
1,0
2,0
3,3
4,0
5,0
6,0
7,3
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,3
23,0
24,0
25,0
26,0
27,3
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,3
38,0
39,2
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
00063.sift,0
0,0
1,0
2,0
3,4
4,0
5,0
6,1
7,3
8,0
9,0
10,1
11,0
12,2
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,4
38,0
39,2
40,0
41,0
42,0
43,0
44,2
45,8
46,0
47,0
48,7
49,0
00064.sift,0
0,2
1,0
2,1
3,2
4,0
5,0
6,0
7,1
8,0
9,4
10,0
11,0
12,5
13,0
14,0
15,0
16,1
17,0
18,8
19,0
20,0
21,2
22,3
23,0
24,1
25,0
26,0
27,1
28,0
29,1
30,0
31,3
32,0
33,0
34,1
35,0
36,0
37,3
38,0
39,3
40,0
41,2
42,1
43,1
44,2
45,5
46,0
47,0
48,0
49,0
00065.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,10
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,10
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,0
46,0
47,0
48,4
49,0
00066.sift,0
0,0
1,0
2,0
3,1
4,0
5,0
6,2
7,0
8,0
9,10
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,0
18,11
19,0
20,0
21,0
22,0
23,0
24,2
25,0
26,0
27,0
28,0
29,1
30,0
31,3
32,0
33,1
34,0
35,1
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,2
44,4
45,0
46,0
47,0
48,0
49,0
00067.sift,0
0,0
1,1
2,2
3,2
4,2
5,3
6,4
7,0
8,1
9,9
10,0
11,0
12,2
13,0
